"Ensembl_gene_identifier","GENEID"
"ENSG00000177238","TRIM72"
"ENSG00000177239","MAN1B1"
"ENSG00000177243","DEFB103B"
"ENSG00000177257","DEFB4B"
"ENSG00000177272","KCNA3"
"ENSG00000177275","OR2AJ1"
"ENSG00000177283","FZD8"
"ENSG00000177291","GJD4"
"ENSG00000177294","FBXO39"
"ENSG00000177300","CLDN22"
"ENSG00000177301","KCNA2"
"ENSG00000177302","TOP3A"
"ENSG00000177303","CASKIN2"
"ENSG00000177306",NA
"ENSG00000177311","ZBTB38"
"ENSG00000177324","BEND2"
"ENSG00000177335","LINC02904"
"ENSG00000177340","FLJ13224"
"ENSG00000177350","RPL13AP3"
"ENSG00000177352","CCDC71"
"ENSG00000177354","C10orf71"
"ENSG00000177359","OVOS2"
"ENSG00000177363","LRRN4CL"
"ENSG00000177369","FLJ40194"
"ENSG00000177370","TIMM22"
"ENSG00000177374","HIC1"
"ENSG00000177380","PPFIA3"
"ENSG00000177383","MAGEF1"
"ENSG00000177398","UMODL1"
"ENSG00000177400",NA
"ENSG00000177406","NINJ2-AS1"
"ENSG00000177409","SAMD9L"
"ENSG00000177410","ZFAS1"
"ENSG00000177414","UBE2U"
"ENSG00000177425","PAWR"
"ENSG00000177426","TGIF1"
"ENSG00000177427","MIEF2"
"ENSG00000177432","NAP1L5"
"ENSG00000177452",NA
"ENSG00000177453","NIM1K"
"ENSG00000177455","CD19"
"ENSG00000177459","ERICH5"
"ENSG00000177462","OR2T8"
"ENSG00000177463","NR2C2"
"ENSG00000177464","GPR4"
"ENSG00000177465","ACOT4"
"ENSG00000177468","OLIG3"
"ENSG00000177469","CAVIN1"
"ENSG00000177476","OR2G3"
"ENSG00000177479","ARIH2"
"ENSG00000177483","RBM44"
"ENSG00000177485","ZBTB33"
"ENSG00000177489","OR2G2"
"ENSG00000177494","ZBED2"
"ENSG00000177504","VCX2"
"ENSG00000177508","IRX3"
"ENSG00000177511","ST8SIA3"
"ENSG00000177519","RPRM"
"ENSG00000177535","OR2B11"
"ENSG00000177542","SLC25A22"
"ENSG00000177548","RABEP2"
"ENSG00000177551","NHLH2"
"ENSG00000177553","C1orf167-AS1"
"ENSG00000177556","ATOX1"
"ENSG00000177558","FAM187B"
"ENSG00000177565","TBL1XR1"
"ENSG00000177570","SAMD12"
"ENSG00000177575","CD163"
"ENSG00000177576","C18orf32"
"ENSG00000177586",NA
"ENSG00000177590",NA
"ENSG00000177595","PIDD1"
"ENSG00000177596","LOC100288208"
"ENSG00000177599","ZNF491"
"ENSG00000177600","RPLP2"
"ENSG00000177602","HASPIN"
"ENSG00000177606","JUN"
"ENSG00000177613","CSTF2T"
"ENSG00000177614","PGBD5"
"ENSG00000177627","C12orf54"
"ENSG00000177628","GBA"
"ENSG00000177640","CASC2"
"ENSG00000177646","ACAD9"
"ENSG00000177663","IL17RA"
"ENSG00000177666","PNPLA2"
"ENSG00000177669","MBOAT4"
"ENSG00000177673","TEX44"
"ENSG00000177674","AGTRAP"
"ENSG00000177675","CD163L1"
"ENSG00000177679","SRRM3"
"ENSG00000177683","THAP5"
"ENSG00000177684","DEFB114"
"ENSG00000177685","CRACR2B"
"ENSG00000177688","SUMO4"
"ENSG00000177689","MAGEB10"
"ENSG00000177692","DNAJC28"
"ENSG00000177693",NA
"ENSG00000177694","NAALADL2"
"ENSG00000177697","CD151"
"ENSG00000177699","LOC100129540"
"ENSG00000177700","POLR2L"
"ENSG00000177706","FAM20C"
"ENSG00000177707","NECTIN3"
"ENSG00000177710","SLC35G5"
"ENSG00000177721","ANXA2R"
"ENSG00000177728","TMEM94"
"ENSG00000177731","FLII"
"ENSG00000177732","SOX12"
"ENSG00000177733","HNRNPA0"
"ENSG00000177736",NA
"ENSG00000177738","ANXA2R-OT1"
"ENSG00000177752","YIPF7"
"ENSG00000177757","FAM87B"
"ENSG00000177788","RAB4A-AS1"
"ENSG00000177791","MYOZ1"
"ENSG00000177800","TMEM78"
"ENSG00000177807","KCNJ10"
"ENSG00000177830","CHID1"
"ENSG00000177839","PCDHB9"
"ENSG00000177842","ZNF620"
"ENSG00000177853","ZNF518A"
"ENSG00000177854","TMEM187"
"ENSG00000177868","SVBP"
"ENSG00000177873","ZNF619"
"ENSG00000177875","CCDC184"
"ENSG00000177879","AP3S1"
"ENSG00000177885","GRB2"
"ENSG00000177888","ZBTB41"
"ENSG00000177889","UBE2N"
"ENSG00000177910","SPATA31C2"
"ENSG00000177917","ARL6IP6"
"ENSG00000177932","ZNF354C"
"ENSG00000177938","CAPZA3"
"ENSG00000177943","MAMDC4"
"ENSG00000177946","CENPBD1P"
"ENSG00000177947","ODF3"
"ENSG00000177951","BET1L"
"ENSG00000177954","RPS27"
"ENSG00000177963","RIC8A"
"ENSG00000177971","IMP3"
"ENSG00000177981","ASB8"
"ENSG00000177984","LCN15"
"ENSG00000177989","ODF3B"
"ENSG00000177990","DPY19L2"
"ENSG00000177992","SPATA31E1"
"ENSG00000177993","ZNRF3-AS1"
"ENSG00000177994","C2orf73"
"ENSG00000178015","GPR150"
"ENSG00000178021","TSPYL6"
"ENSG00000178026","LRRC75B"
"ENSG00000178028","DMAP1"
"ENSG00000178031","ADAMTSL1"
"ENSG00000178033","CALHM5"
"ENSG00000178035","IMPDH2"
"ENSG00000178038","ALS2CL"
"ENSG00000178053","MLF1"
"ENSG00000178055","PRSS42P"
"ENSG00000178057","NDUFAF3"
"ENSG00000178074","C2orf69"
"ENSG00000178075","GRAMD1C"
"ENSG00000178078","STAP2"
"ENSG00000178084","HTR3C"
"ENSG00000178093","TSSK6"
"ENSG00000178096","BOLA1"
"ENSG00000178104","PDE4DIP"
"ENSG00000178105","DDX10"
"ENSG00000178115","GOLGA8Q"
"ENSG00000178125","PPP1R42"
"ENSG00000178127","NDUFV2"
"ENSG00000178130","FAM27E5"
"ENSG00000178149","DALRD3"
"ENSG00000178150","ZNF114"
"ENSG00000178163","ZNF518B"
"ENSG00000178171","AMER3"
"ENSG00000178172","SPINK6"
"ENSG00000178175","ZNF366"
"ENSG00000178177","LCORL"
"ENSG00000178184","PARD6G"
"ENSG00000178187","ZNF454"
"ENSG00000178188","SH2B1"
"ENSG00000178199","ZC3H12D"
"ENSG00000178201","VN1R1"
"ENSG00000178202","POGLUT3"
"ENSG00000178209","PLEC"
"ENSG00000178217","SH2D4B"
"ENSG00000178222","RNF212"
"ENSG00000178226","PRSS36"
"ENSG00000178229","ZNF543"
"ENSG00000178233","TMEM151B"
"ENSG00000178234","GALNT11"
"ENSG00000178235","SLITRK1"
"ENSG00000178243","LINC02907"
"ENSG00000178248","FAM230I"
"ENSG00000178252","WDR6"
"ENSG00000178257","PRM3"
"ENSG00000178279","TNP2"
"ENSG00000178287","SPAG11A"
"ENSG00000178295","GEN1"
"ENSG00000178297","TMPRSS9"
"ENSG00000178301","AQP11"
"ENSG00000178307","TMEM11"
"ENSG00000178338","ZNF354B"
"ENSG00000178342","KCNG2"
"ENSG00000178343","SHISA3"
"ENSG00000178358","OR2D3"
"ENSG00000178363","CALML3"
"ENSG00000178372","CALML5"
"ENSG00000178381","ZFAND2A"
"ENSG00000178385","PLEKHM3"
"ENSG00000178386","ZNF223"
"ENSG00000178394","HTR1A"
"ENSG00000178395","CCDC185"
"ENSG00000178397","FAM220A"
"ENSG00000178401","DNAJC22"
"ENSG00000178403","NEUROG2"
"ENSG00000178404","CEP295NL"
"ENSG00000178409","BEND3"
"ENSG00000178412","CTDP1-DT"
"ENSG00000178425","NT5DC1"
"ENSG00000178429",NA
"ENSG00000178440","TIMM23B-AGAP6"
"ENSG00000178445","GLDC"
"ENSG00000178449","COX14"
"ENSG00000178457","LINC00314"
"ENSG00000178460","MCMDC2"
"ENSG00000178462","TUBAL3"
"ENSG00000178464",NA
"ENSG00000178467","P4HTM"
"ENSG00000178473","UCN3"
"ENSG00000178498","DTX3"
"ENSG00000178502","KLHL11"
"ENSG00000178522","AMBN"
"ENSG00000178531","CTXN1"
"ENSG00000178537","SLC25A20"
"ENSG00000178538","CA8"
"ENSG00000178562","CD28"
"ENSG00000178567","EPM2AIP1"
"ENSG00000178568","ERBB4"
"ENSG00000178573","MAF"
"ENSG00000178585","CTNNBIP1"
"ENSG00000178586","OR6B3"
"ENSG00000178591","DEFB125"
"ENSG00000178597","PSAPL1"
"ENSG00000178602","OTOS"
"ENSG00000178605","GTPBP6"
"ENSG00000178607","ERN1"
"ENSG00000178623","GPR35"
"ENSG00000178645","C10orf53"
"ENSG00000178662","CSRNP3"
"ENSG00000178665","ZNF713"
"ENSG00000178685","PARP10"
"ENSG00000178690","DYNAP"
"ENSG00000178691","SUZ12"
"ENSG00000178694","NSUN3"
"ENSG00000178695","KCTD12"
"ENSG00000178700","DHFR2"
"ENSG00000178715",NA
"ENSG00000178718","RPP25"
"ENSG00000178719","GRINA"
"ENSG00000178722","C5orf64"
"ENSG00000178723",NA
"ENSG00000178726","THBD"
"ENSG00000178732","GP5"
"ENSG00000178734","LMO7DN"
"ENSG00000178741","COX5A"
"ENSG00000178750","STX19"
"ENSG00000178752","ERFE"
"ENSG00000178761","FAM219B"
"ENSG00000178762",NA
"ENSG00000178764","ZHX2"
"ENSG00000178772","CPN2"
"ENSG00000178773","CPNE7"
"ENSG00000178776","C5orf46"
"ENSG00000178789","CD300LB"
"ENSG00000178795","GDPD4"
"ENSG00000178796","RIIAD1"
"ENSG00000178802","MPI"
"ENSG00000178803","ADORA2A-AS1"
"ENSG00000178804","H1-8"
"ENSG00000178809","TRIM73"
"ENSG00000178814","OPLAH"
"ENSG00000178821","TMEM52"
"ENSG00000178826","TMEM139"
"ENSG00000178828","RNF186"
"ENSG00000178836","LOC100286922"
"ENSG00000178852","EFCAB13"
"ENSG00000178860","MSC"
"ENSG00000178878","APOLD1"
"ENSG00000178882","RFLNA"
"ENSG00000178882","ZNF664-RFLNA"
"ENSG00000178896","EXOSC4"
"ENSG00000178904","DPY19L3"
"ENSG00000178913","TAF7"
"ENSG00000178917","ZNF852"
"ENSG00000178919","FOXE1"
"ENSG00000178921","PFAS"
"ENSG00000178922","HYI"
"ENSG00000178927","CYBC1"
"ENSG00000178928","TPRX1"
"ENSG00000178934","LGALS7B"
"ENSG00000178935","ZNF552"
"ENSG00000178947","SMIM10L2A"
"ENSG00000178950","GAK"
"ENSG00000178951","ZBTB7A"
"ENSG00000178952","TUFM"
"ENSG00000178965","ERICH3"
"ENSG00000178966","RMI1"
"ENSG00000178971","CTC1"
"ENSG00000178974","FBXO34"
"ENSG00000178977","LINC00324"
"ENSG00000178980","SELENOW"
"ENSG00000178982","EIF3K"
"ENSG00000178988","MRFAP1L1"
"ENSG00000178996","SNX18"
"ENSG00000178997","EXD1"
"ENSG00000178999","AURKB"
"ENSG00000179002","TAS1R2"
"ENSG00000179008","C14orf39"
"ENSG00000179010","MRFAP1"
"ENSG00000179021","C3orf38"
"ENSG00000179023","KLHDC7A"
"ENSG00000179029","TMEM107"
"ENSG00000179041","RRS1"
"ENSG00000179044","EXOC3L1"
"ENSG00000179046","TRIML2"
"ENSG00000179051","RCC2"
"ENSG00000179055","OR13D1"
"ENSG00000179057","IGSF22"
"ENSG00000179058","C9orf50"
"ENSG00000179059","ZFP42"
"ENSG00000179071","CCDC89"
"ENSG00000179083","FAM133A"
"ENSG00000179085","DPM3"
"ENSG00000179088","C12orf42"
"ENSG00000179091","CYC1"
"ENSG00000179094","PER1"
"ENSG00000179097","HTR1F"
"ENSG00000179104","TMTC2"
"ENSG00000179111","HES7"
"ENSG00000179115","FARSA"
"ENSG00000179119","SPTY2D1"
"ENSG00000179131",NA
"ENSG00000179133","C10orf67"
"ENSG00000179134","SAMD4B"
"ENSG00000179136","LINC00670"
"ENSG00000179142","CYP11B2"
"ENSG00000179144","GIMAP7"
"ENSG00000179148","ALOXE3"
"ENSG00000179151","EDC3"
"ENSG00000179152","TCAIM"
"ENSG00000179157",NA
"ENSG00000179163","FUCA1"
"ENSG00000179165","PXT1"
"ENSG00000179168","GGN"
"ENSG00000179170",NA
"ENSG00000179172","HNRNPCL1"
"ENSG00000179178","TMEM125"
"ENSG00000179195","ZNF664"
"ENSG00000179213","SIGLECL1"
"ENSG00000179218","CALR"
"ENSG00000179219","LINC00311"
"ENSG00000179222","MAGED1"
"ENSG00000179240","GVQW3"
"ENSG00000179241","LDLRAD3"
"ENSG00000179242","CDH4"
"ENSG00000179253","LOC100128310"
"ENSG00000179256","SMCO3"
"ENSG00000179262","RAD23A"
"ENSG00000179270","PCARE"
"ENSG00000179271","GADD45GIP1"
"ENSG00000179284","DAND5"
"ENSG00000179292","TMEM151A"
"ENSG00000179295","PTPN11"
"ENSG00000179299","NSUN7"
"ENSG00000179300","RTL3"
"ENSG00000179304","FAM156B"
"ENSG00000179314","WSCD1"
"ENSG00000179331","RAB39A"
"ENSG00000179335","CLK3"
"ENSG00000179344","HLA-DQB1"
"ENSG00000179348","GATA2"
"ENSG00000179361","ARID3B"
"ENSG00000179363","TMEM31"
"ENSG00000179364","PACS2"
"ENSG00000179381",NA
"ENSG00000179387","ELMOD2"
"ENSG00000179388","EGR3"
"ENSG00000179397","CATSPERE"
"ENSG00000179399","GPC5"
"ENSG00000179403","VWA1"
"ENSG00000179406","LINC00174"
"ENSG00000179407","DNAJB8"
"ENSG00000179409","GEMIN4"
"ENSG00000179412","HNRNPCL4"
"ENSG00000179428","IL6-AS1"
"ENSG00000179431","FJX1"
"ENSG00000179443",NA
"ENSG00000179447","SLC24A3-AS1"
"ENSG00000179452","LINC01699"
"ENSG00000179454","KLHL28"
"ENSG00000179455","MKRN3"
"ENSG00000179456","ZBTB18"
"ENSG00000179468","OR9A2"
"ENSG00000179476","C14orf28"
"ENSG00000179477","ALOX12B"
"ENSG00000179520","SLC17A8"
"ENSG00000179523","EIF3J-DT"
"ENSG00000179526","SHARPIN"
"ENSG00000179528","LBX2"
"ENSG00000179532","DNHD1"
"ENSG00000179542","SLITRK4"
"ENSG00000179546","HTR1D"
"ENSG00000179562","GCC1"
"ENSG00000179564","LSMEM2"
"ENSG00000179571",NA
"ENSG00000179580","RNF151"
"ENSG00000179583","CIITA"
"ENSG00000179588","ZFPM1"
"ENSG00000179593","ALOX15B"
"ENSG00000179598","PLD6"
"ENSG00000179600","GPHB5"
"ENSG00000179603","GRM8"
"ENSG00000179604","CDC42EP4"
"ENSG00000179611",NA
"ENSG00000179615","OR2AP1"
"ENSG00000179626","OR6C4"
"ENSG00000179627","ZBTB42"
"ENSG00000179630","LACC1"
"ENSG00000179632","MAF1"
"ENSG00000179636","TPPP2"
"ENSG00000179639","FCER1A"
"ENSG00000179673","RPRML"
"ENSG00000179674","ARL14"
"ENSG00000179676","LINC00305"
"ENSG00000179695","OR6C2"
"ENSG00000179698","WDR97"
"ENSG00000179709","NLRP8"
"ENSG00000179715","PCED1B"
"ENSG00000179743","SPEN-AS1"
"ENSG00000179750","APOBEC3B"
"ENSG00000179751","SYCN"
"ENSG00000179761","PIPOX"
"ENSG00000179772","FOXS1"
"ENSG00000179774","ATOH7"
"ENSG00000179776","CDH5"
"ENSG00000179796","LRRC3B"
"ENSG00000179799",NA
"ENSG00000179813","FAM216B"
"ENSG00000179817","MRGPRX4"
"ENSG00000179818","PCBP1-AS1"
"ENSG00000179820","MYADM"
"ENSG00000179826","MRGPRX3"
"ENSG00000179832","MROH1"
"ENSG00000179833","SERTAD2"
"ENSG00000179840","PIK3CD-AS1"
"ENSG00000179841","AKAP5"
"ENSG00000179846","NKPD1"
"ENSG00000179855","GIPC3"
"ENSG00000179859","RNF227"
"ENSG00000179862","CITED4"
"ENSG00000179869","ABCA13"
"ENSG00000179873","NLRP11"
"ENSG00000179886","TIGD5"
"ENSG00000179889","PDXDC1"
"ENSG00000179902","CFAP276"
"ENSG00000179909","ZNF154"
"ENSG00000179912","R3HDM2"
"ENSG00000179913","B3GNT3"
"ENSG00000179914","ITLN1"
"ENSG00000179915","NRXN1"
"ENSG00000179918","SEPHS2"
"ENSG00000179919","OR10A7"
"ENSG00000179921","GPBAR1"
"ENSG00000179922","ZNF784"
"ENSG00000179930","ZNF648"
"ENSG00000179933","C14orf119"
"ENSG00000179934","CCR8"
"ENSG00000179935","LINC00652"
"ENSG00000179938","GOLGA8J"
"ENSG00000179941","BBS10"
"ENSG00000179943","FIZ1"
"ENSG00000179950","PUF60"
"ENSG00000179954","SSC5D"
"ENSG00000179958","DCTPP1"
"ENSG00000179965","ZNF771"
"ENSG00000179981","TSHZ1"
"ENSG00000179988","PSTK"
"ENSG00000180008","SOCS4"
"ENSG00000180011","PTGR3"
"ENSG00000180016","OR1E1"
"ENSG00000180035","ZNF48"
"ENSG00000180042","OR1R1P"
"ENSG00000180043","GARIN5B"
"ENSG00000180044","C3orf80"
"ENSG00000180053","NKX2-6"
"ENSG00000180061","TMEM150B"
"ENSG00000180071","ANKRD18A"
"ENSG00000180071","FAM95C"
"ENSG00000180083","WFDC11"
"ENSG00000180089","TMEM86B"
"ENSG00000180090","OR3A1"
"ENSG00000180096","SEPTIN1"
"ENSG00000180098","TRNAU1AP"
"ENSG00000180104","EXOC3"
"ENSG00000180113","TDRD6"
"ENSG00000180116","C12orf40"
"ENSG00000180138","CSNK1A1L"
"ENSG00000180139","ACTA2-AS1"
"ENSG00000180152",NA
"ENSG00000180155","LYNX1"
"ENSG00000180176","TH"
"ENSG00000180182","MED14"
"ENSG00000180185","FAHD1"
"ENSG00000180190","TDRP"
"ENSG00000180198","RCC1"
"ENSG00000180205","WFDC9"
"ENSG00000180209","MYL11"
"ENSG00000180210","F2"
"ENSG00000180211",NA
"ENSG00000180219","GARIN6"
"ENSG00000180228","PRKRA"
"ENSG00000180230",NA
"ENSG00000180233","ZNRF2"
"ENSG00000180245","RRH"
"ENSG00000180251","SLC9A4"
"ENSG00000180257","ZNF816"
"ENSG00000180259","PRNT"
"ENSG00000180263","FGD6"
"ENSG00000180264","ADGRD2"
"ENSG00000180269","GPR139"
"ENSG00000180279","LINC01869"
"ENSG00000180284",NA
"ENSG00000180287","PLD5"
"ENSG00000180304","OAZ2"
"ENSG00000180305","WFDC10A"
"ENSG00000180316","PNPLA1"
"ENSG00000180318","ALX1"
"ENSG00000180329","CCDC43"
"ENSG00000180332","KCTD4"
"ENSG00000180336","MEIOC"
"ENSG00000180340","FZD2"
"ENSG00000180346","TIGD2"
"ENSG00000180347","ITPRID1"
"ENSG00000180353","HCLS1"
"ENSG00000180354","MTURN"
"ENSG00000180357","ZNF609"
"ENSG00000180370","PAK2"
"ENSG00000180376","CCDC66"
"ENSG00000180383","DEFB124"
"ENSG00000180386","KRTAP9-7"
"ENSG00000180398","MCFD2"
"ENSG00000180409",NA
"ENSG00000180422","LINC00304"
"ENSG00000180423","HARBI1"
"ENSG00000180424","DEFB123"
"ENSG00000180425","C11orf71"
"ENSG00000180432","CYP8B1"
"ENSG00000180433","OR6K6"
"ENSG00000180437",NA
"ENSG00000180438","TPRXL"
"ENSG00000180440","SERTM1"
"ENSG00000180447","GAS1"
"ENSG00000180448","ARHGAP45"
"ENSG00000180475","OR10Q1"
"ENSG00000180479","ZNF571"
"ENSG00000180481","GLIPR1L2"
"ENSG00000180483","DEFB119"
"ENSG00000180488","MIGA1"
"ENSG00000180509","KCNE1"
"ENSG00000180525","LOC124900286"
"ENSG00000180530","NRIP1"
"ENSG00000180532","ZSCAN4"
"ENSG00000180535","BHLHA15"
"ENSG00000180537","RNF182"
"ENSG00000180539","LINC02908"
"ENSG00000180543","TSPYL5"
"ENSG00000180549","FUT7"
"ENSG00000180573","H2AC6"
"ENSG00000180574","EIF2S3B"
"ENSG00000180592","SKIDA1"
"ENSG00000180596","H2BC4"
"ENSG00000180611","MB21D2"
"ENSG00000180613","GSX2"
"ENSG00000180616","SSTR2"
"ENSG00000180626","ZNF594"
"ENSG00000180628","PCGF5"
"ENSG00000180638","SLC47A2"
"ENSG00000180644","PRF1"
"ENSG00000180658","OR2A4"
"ENSG00000180660","MAB21L1"
"ENSG00000180662",NA
"ENSG00000180667","YOD1"
"ENSG00000180673",NA
"ENSG00000180694","TMEM64"
"ENSG00000180697","C3orf22"
"ENSG00000180708","OR10K2"
"ENSG00000180712","LINC02363"
"ENSG00000180714",NA
"ENSG00000180720","CHRM4"
"ENSG00000180723",NA
"ENSG00000180730","SHISA2"
"ENSG00000180739","S1PR5"
"ENSG00000180745","CLRN3"
"ENSG00000180747","SMG1P3"
"ENSG00000180758","GPR157"
"ENSG00000180764","PIPSL"
"ENSG00000180767","CHST13"
"ENSG00000180769","WDFY3-AS2"
"ENSG00000180770",NA
"ENSG00000180772","AGTR2"
"ENSG00000180773","SLC36A4"
"ENSG00000180776","ZDHHC20"
"ENSG00000180777","ANKRD30B"
"ENSG00000180785","OR51E1"
"ENSG00000180787","ZFP3"
"ENSG00000180801","ARSJ"
"ENSG00000180806","HOXC9"
"ENSG00000180815","MAP3K15"
"ENSG00000180817","PPA1"
"ENSG00000180818","HOXC10"
"ENSG00000180822","PSMG4"
"ENSG00000180828","BHLHE22"
"ENSG00000180834","MAP6D1"
"ENSG00000180846","CSNK1G2-AS1"
"ENSG00000180855","ZNF443"
"ENSG00000180861","LINC01559"
"ENSG00000180869","LINC01555"
"ENSG00000180871","CXCR2"
"ENSG00000180872","DEFB112"
"ENSG00000180875","GREM2"
"ENSG00000180878","C11orf42"
"ENSG00000180879","SSR4"
"ENSG00000180881","CAPS2"
"ENSG00000180884","ZNF792"
"ENSG00000180891","CUEDC1"
"ENSG00000180900","SCRIB"
"ENSG00000180901","KCTD2"
"ENSG00000180902","D2HGDH"
"ENSG00000180909",NA
"ENSG00000180913",NA
"ENSG00000180914","OXTR"
"ENSG00000180917","CMTR2"
"ENSG00000180919","OR56B4"
"ENSG00000180921","FAM83H"
"ENSG00000180926",NA
"ENSG00000180929","GPR62"
"ENSG00000180934","OR56A1"
"ENSG00000180938","ZNF572"
"ENSG00000180953","ST20"
"ENSG00000180957","PITPNB"
"ENSG00000180964","TCEAL8"
"ENSG00000180974","OR52E4"
"ENSG00000180979","LRRC57"
"ENSG00000180988","OR52N2"
"ENSG00000180992","MRPL14"
"ENSG00000180998","GPR137C"
"ENSG00000180999","C1orf105"
"ENSG00000181001","OR52N1"
"ENSG00000181004","BBS12"
"ENSG00000181007","ZFP82"
"ENSG00000181009","OR52N5"
"ENSG00000181016","LSMEM1"
"ENSG00000181017","OR56B2P"
"ENSG00000181019","NQO1"
"ENSG00000181023","OR56B1"
"ENSG00000181026","AEN"
"ENSG00000181027","FKRP"
"ENSG00000181029","TRAPPC5"
"ENSG00000181031","RPH3AL"
"ENSG00000181035","SLC25A42"
"ENSG00000181036","FCRL6"
"ENSG00000181038","METTL23"
"ENSG00000181045","SLC26A11"
"ENSG00000181061","HIGD1A"
"ENSG00000181072","CHRM2"
"ENSG00000181074","OR52N4"
"ENSG00000181085","MAPK15"
"ENSG00000181090","EHMT1"
"ENSG00000181092","ADIPOQ"
"ENSG00000181104","F2R"
"ENSG00000181109","OR52P1"
"ENSG00000181123","LOC107985579"
"ENSG00000181135","LOC101928160"
"ENSG00000181135","ZNF707"
"ENSG00000181143","MUC16"
"ENSG00000181163","NPM1"
"ENSG00000181171","FER1L6-AS1"
"ENSG00000181191","PJA1"
"ENSG00000181192","DHTKD1"
"ENSG00000181195","PENK"
"ENSG00000181201",NA
"ENSG00000181211","HECW1-IT1"
"ENSG00000181214","OR8G2P"
"ENSG00000181215","C4orf50"
"ENSG00000181218","H2AW"
"ENSG00000181220","ZNF746"
"ENSG00000181222","POLR2A"
"ENSG00000181234","TMEM132C"
"ENSG00000181240","SLC25A41"
"ENSG00000181260",NA
"ENSG00000181264","TLCD5"
"ENSG00000181273","OR5AK2"
"ENSG00000181274","FRAT2"
"ENSG00000181282",NA
"ENSG00000181284","TMEM102"
"ENSG00000181291","TMEM132E"
"ENSG00000181296",NA
"ENSG00000181315","ZNF322"
"ENSG00000181322","NME9"
"ENSG00000181323","SPEM1"
"ENSG00000181325",NA
"ENSG00000181333","HEPHL1"
"ENSG00000181350","LRRC75A"
"ENSG00000181358","CTAGE10P"
"ENSG00000181359",NA
"ENSG00000181371","OR5M8"
"ENSG00000181374","CCL13"
"ENSG00000181378","CFAP65"
"ENSG00000181381","DDX60L"
"ENSG00000181392","SYNE4"
"ENSG00000181396","OGFOD3"
"ENSG00000181404","WASHC1"
"ENSG00000181408","UTS2R"
"ENSG00000181409","AATK"
"ENSG00000181418","DDN"
"ENSG00000181433","SAGE1"
"ENSG00000181444","ZNF467"
"ENSG00000181449","SOX2"
"ENSG00000181450","ZNF678"
"ENSG00000181458","TMEM45A"
"ENSG00000181467","RAP2B"
"ENSG00000181472","ZBTB2"
"ENSG00000181481","RNF135"
"ENSG00000181499","OR6T1"
"ENSG00000181513","ACBD4"
"ENSG00000181514",NA
"ENSG00000181518","OR8D4"
"ENSG00000181523","SGSH"
"ENSG00000181524",NA
"ENSG00000181541","MAB21L2"
"ENSG00000181544","FANCB"
"ENSG00000181552","EDDM3B"
"ENSG00000181555","SETD2"
"ENSG00000181562","EDDM3A"
"ENSG00000181577","C6orf223"
"ENSG00000181585","TMIE"
"ENSG00000181588","MEX3D"
"ENSG00000181609","OR52D1"
"ENSG00000181610","MRPS23"
"ENSG00000181616","OR52H1"
"ENSG00000181617","FDCSP"
"ENSG00000181619","GPR135"
"ENSG00000181625","SLX1B"
"ENSG00000181626","ANKRD62"
"ENSG00000181631","P2RY13"
"ENSG00000181634","TNFSF15"
"ENSG00000181638","ZFP41"
"ENSG00000181649","PHLDA2"
"ENSG00000181652","ATG9B"
"ENSG00000181656","GPR88"
"ENSG00000181666","ZNF875"
"ENSG00000181690","PLAG1"
"ENSG00000181693","OR8H1"
"ENSG00000181698","OR5T1"
"ENSG00000181704","YIPF6"
"ENSG00000181718","OR5T2"
"ENSG00000181722","ZBTB20"
"ENSG00000181733","OR2Z1"
"ENSG00000181744","DIPK2A"
"ENSG00000181751","MACIR"
"ENSG00000181752","OR8K5"
"ENSG00000181754","AMIGO1"
"ENSG00000181761","OR8H3"
"ENSG00000181767","OR8H2"
"ENSG00000181773","GPR3"
"ENSG00000181778","TMEM252"
"ENSG00000181780",NA
"ENSG00000181781","ODF3L2"
"ENSG00000181785","OR5AS1"
"ENSG00000181786","ACTL9"
"ENSG00000181788","SIAH2"
"ENSG00000181789","COPG1"
"ENSG00000181790","ADGRB1"
"ENSG00000181798","LINC00471"
"ENSG00000181803","OR6S1"
"ENSG00000181804","SLC9A9"
"ENSG00000181817","LSM10"
"ENSG00000181826","RELL1"
"ENSG00000181827","RFX7"
"ENSG00000181830","SLC35C1"
"ENSG00000181837",NA
"ENSG00000181847","TIGIT"
"ENSG00000181852","RNF41"
"ENSG00000181856","SLC2A4"
"ENSG00000181867","FTMT"
"ENSG00000181873","IBA57"
"ENSG00000181885","CLDN7"
"ENSG00000181894","ZNF329"
"ENSG00000181896","ZNF101"
"ENSG00000181903","OR4C6"
"ENSG00000181904","C5orf24"
"ENSG00000181908","LINC02724"
"ENSG00000181915","ADO"
"ENSG00000181924","COA4"
"ENSG00000181927","OR4P4"
"ENSG00000181929","PRKAG1"
"ENSG00000181938","GINS3"
"ENSG00000181939","OR4C15"
"ENSG00000181943",NA
"ENSG00000181950",NA
"ENSG00000181958","OR4A15"
"ENSG00000181961","OR4A16"
